id,title,original_language,release_date,vote_average,vote_count,popularity,genre_ids,Genres
829560,The Next 365 Days,pl,8/18/22,6.414,1064,108.202,"[10749, 18]","['Romance', 'Drama']"
521029,Annabelle Comes Home,en,6/26/19,6.414,3444,59.72,[27],['Horror']
449985,Triple Threat,en,3/19/19,6.414,557,16.541,"[53, 28]","['Thriller', 'Action']"
199534,Wolf Creek 2,en,8/30/13,6.4,630,30.055,"[27, 53]","['Horror', 'Thriller']"
95610,Bridget Jones's Baby,en,9/14/16,6.414,2855,14.666,"[35, 10749, 18]","['Comedy', 'Romance', 'Drama']"
14517,MirrorMask,en,1/25/05,6.4,321,10.364,[14],['Fantasy']
13250,Butterfly on a Wheel,en,7/27/07,6.414,506,12.572,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']"
11444,The Closet,fr,1/17/01,6.414,475,15.102,[35],['Comedy']
9294,Phenomenon,en,7/5/96,6.414,1140,15.31,"[18, 10749, 878, 14]","['Drama', 'Romance', 'Science Fiction', 'Fantasy']"
430155,Coma,ru,1/1/20,6.413,526,16.008,"[878, 12, 28]","['Science Fiction', 'Adventure', 'Action']"
11894,Curly Sue,en,10/25/91,6.412,521,13.467,"[35, 18, 10751, 10749]","['Comedy', 'Drama', 'Family', 'Romance']"
10361,Ginger Snaps 2: Unleashed,en,1/30/04,6.412,308,12.078,"[18, 27]","['Drama', 'Horror']"
9671,Crocodile Dundee,en,9/26/86,6.412,1862,18.23,"[12, 35]","['Adventure', 'Comedy']"
6557,27 Dresses,en,1/10/08,6.412,3060,21.259,"[35, 10749]","['Comedy', 'Romance']"
3594,The Number 23,en,2/23/07,6.412,3161,17.115,"[53, 9648, 80]","['Thriller', 'Mystery', 'Crime']"
1096197,No Way Up,en,1/18/24,6.411,891,191.428,"[53, 27, 28]","['Thriller', 'Horror', 'Action']"
999644,You Are So Not Invited to My Bat Mitzvah,en,8/18/23,6.413,402,26.471,[35],['Comedy']
624860,The Matrix Resurrections,en,12/16/21,6.4,5629,63.976,"[878, 28, 12]","['Science Fiction', 'Action', 'Adventure']"
74387,Goon,en,1/6/12,6.411,893,9.102,"[35, 18]","['Comedy', 'Drama']"
58232,Chalet Girl,en,2/2/11,6.411,631,7.584,"[35, 10749]","['Comedy', 'Romance']"
2046,The Gift,en,3/16/00,6.411,1168,15.984,"[27, 18, 53, 9648]","['Horror', 'Drama', 'Thriller', 'Mystery']"
241554,Run All Night,en,3/11/15,6.41,2755,29.708,"[28, 80, 53]","['Action', 'Crime', 'Thriller']"
211672,Minions,en,6/17/15,6.41,10430,41.476,"[10751, 16, 12, 35]","['Family', 'Animation', 'Adventure', 'Comedy']"
44147,Wild Target,en,6/17/10,6.4,694,8.425,"[28, 35]","['Action', 'Comedy']"
36668,X-Men: The Last Stand,en,5/24/06,6.4,9527,2.389,"[12, 28, 878, 53]","['Adventure', 'Action', 'Science Fiction', 'Thriller']"
22620,Scooby-Doo! The Mystery Begins,en,9/13/09,6.4,681,42.518,"[9648, 35, 14]","['Mystery', 'Comedy', 'Fantasy']"
137093,Last Vegas,en,10/31/13,6.4,2099,24.139,[35],['Comedy']
41602,Charlie Countryman,en,2/9/13,6.4,593,9.934,"[28, 35, 18, 10749, 53]","['Action', 'Comedy', 'Drama', 'Romance', 'Thriller']"
4380,Shall We Dance?,en,10/15/04,6.409,1176,9.202,"[18, 10749, 35]","['Drama', 'Romance', 'Comedy']"
61891,Anonymous,en,10/21/11,6.408,712,8.758,"[18, 36, 53]","['Drama', 'History', 'Thriller']"
9666,Ju-on: The Grudge 2,ja,8/15/03,6.408,315,10.124,"[27, 53]","['Horror', 'Thriller']"
932420,Code 8 Part II,en,2/27/24,6.407,530,90.569,"[878, 28, 80]","['Science Fiction', 'Action', 'Crime']"
669671,Night Teeth,en,10/20/21,6.407,760,16.671,"[27, 53, 28]","['Horror', 'Thriller', 'Action']"
425972,Cargo,en,10/6/17,6.407,1692,11.472,"[18, 53, 27]","['Drama', 'Thriller', 'Horror']"
10898,The Little Mermaid II: Return to the Sea,en,1/23/00,6.407,1677,5.942,"[16, 12, 10751, 35]","['Animation', 'Adventure', 'Family', 'Comedy']"
798021,Family Switch,en,11/30/23,6.406,596,28.855,"[35, 14, 10751]","['Comedy', 'Fantasy', 'Family']"
626393,The Sleepover,en,8/21/20,6.406,401,10.679,"[10751, 28]","['Family', 'Action']"
431072,Step Sisters,en,1/19/18,6.406,445,7.232,[35],['Comedy']
121674,Great Expectations,en,11/30/12,6.406,339,18.022,"[18, 10749]","['Drama', 'Romance']"
72784,The Loft,en,10/14/14,6.406,1416,18.961,[53],['Thriller']
75,Mars Attacks!,en,12/13/96,6.406,5325,29.234,"[35, 14, 878]","['Comedy', 'Fantasy', 'Science Fiction']"
736790,Chupa,en,4/7/23,6.405,331,29.888,"[12, 14, 10751]","['Adventure', 'Fantasy', 'Family']"
669664,"My Donkey, My Lover & I",fr,9/16/20,6.405,336,6.482,"[35, 12, 10749]","['Comedy', 'Adventure', 'Romance']"
117263,Olympus Has Fallen,en,3/20/13,6.404,6501,51.451,"[28, 53]","['Action', 'Thriller']"
13655,Camp Rock,en,6/20/08,6.405,2064,19.106,"[10402, 35, 18, 10749, 10751, 10770]","['Music', 'Comedy', 'Drama', 'Romance', 'Family', 'TV Movie']"
13333,Game of Death,cn,3/23/78,6.4,653,19.917,"[18, 28, 53]","['Drama', 'Action', 'Thriller']"
884,Crash,en,7/17/96,6.405,1087,19.958,"[53, 18]","['Thriller', 'Drama']"
314095,The Lost City of Z,en,3/15/17,6.404,2810,16.901,"[12, 18, 36]","['Adventure', 'Drama', 'History']"
11529,Sweet Home Alabama,en,9/26/02,6.404,1494,20.153,"[35, 10749]","['Comedy', 'Romance']"
3036,Mary Shelley's Frankenstein,en,11/4/94,6.404,1199,18.204,"[18, 27, 878, 10749]","['Drama', 'Horror', 'Science Fiction', 'Romance']"
214,Saw III,en,10/26/06,6.4,4440,29.869,"[27, 53, 80]","['Horror', 'Thriller', 'Crime']"
644090,"Love, Guaranteed",en,9/2/20,6.403,637,14.144,"[10749, 35]","['Romance', 'Comedy']"
325348,Hardcore Henry,en,9/12/15,6.402,2378,14.926,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']"
253450,The Assassin,zh,8/27/15,6.403,493,9.076,"[18, 28, 36, 10751]","['Drama', 'Action', 'History', 'Family']"
10210,A Midsummer Night's Dream,en,5/20/99,6.4,359,14.182,"[14, 35, 10749]","['Fantasy', 'Comedy', 'Romance']"
9992,Arthur and the Invisibles,fr,12/13/06,6.403,2836,25.027,"[12, 14, 16, 10751]","['Adventure', 'Fantasy', 'Animation', 'Family']"
454992,The Spy Who Dumped Me,en,8/2/18,6.402,2188,19.193,"[35, 28, 12]","['Comedy', 'Action', 'Adventure']"
16353,Ong Bak 2,th,12/4/08,6.4,620,30.564,"[12, 28, 53]","['Adventure', 'Action', 'Thriller']"
15653,An Extremely Goofy Movie,en,2/29/00,6.402,625,29.62,"[16, 10751, 35]","['Animation', 'Family', 'Comedy']"
11128,Ladder 49,en,10/1/04,6.4,759,15.494,"[18, 28, 53]","['Drama', 'Action', 'Thriller']"
10677,Dirty Dancing: Havana Nights,en,2/27/04,6.402,646,17.134,"[10749, 18]","['Romance', 'Drama']"
10671,Airport,en,3/25/70,6.4,376,14.424,"[28, 18, 53]","['Action', 'Drama', 'Thriller']"
7461,Vantage Point,en,2/1/08,6.402,1977,15.313,"[18, 28, 53, 80]","['Drama', 'Action', 'Thriller', 'Crime']"
6957,The 40 Year Old Virgin,en,8/11/05,6.401,6589,31.205,"[35, 10749]","['Comedy', 'Romance']"
449756,The Postcard Killings,en,3/13/20,6.401,562,17.58,"[18, 53]","['Drama', 'Thriller']"
429189,Wonder Wheel,en,12/1/17,6.4,1294,9.174,"[18, 10749]","['Drama', 'Romance']"
415842,American Assassin,en,9/14/17,6.401,2942,21.213,"[28, 12, 53]","['Action', 'Adventure', 'Thriller']"
314405,Tale of Tales,it,5/14/15,6.401,1616,13.264,"[10749, 14, 27]","['Romance', 'Fantasy', 'Horror']"
21057,Ocean Waves,ja,10/7/94,6.401,849,16.35,"[16, 18, 10749]","['Animation', 'Drama', 'Romance']"
762968,Do Revenge,en,9/14/22,6.4,848,16.978,"[35, 53, 10749]","['Comedy', 'Thriller', 'Romance']"
733317,Monsters of Man,en,11/19/20,6.4,336,13.722,[878],['Science Fiction']
34769,Defendor,en,9/12/09,6.4,538,8.517,"[18, 28, 35, 80]","['Drama', 'Action', 'Comedy', 'Crime']"
34544,The A-Team,en,6/9/10,6.4,4550,27.345,"[53, 28, 12, 35, 80]","['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']"
396461,Under the Silver Lake,en,6/21/18,6.399,1362,18.608,"[80, 18, 9648]","['Crime', 'Drama', 'Mystery']"
77561,EVA,es,10/6/11,6.399,381,8.809,"[878, 18]","['Science Fiction', 'Drama']"
59859,Kick-Ass 2,en,7/17/13,6.399,6093,24.547,"[28, 12, 80]","['Action', 'Adventure', 'Crime']"
45156,A Little Bit of Heaven,en,2/3/11,6.399,553,9.429,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
9425,Soldier,en,10/23/98,6.399,827,11.201,"[878, 28, 18, 14]","['Science Fiction', 'Action', 'Drama', 'Fantasy']"
571384,Come Play,en,10/28/20,6.398,663,16.974,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
16614,Adventureland,en,4/3/09,6.4,2122,15.674,"[35, 18]","['Comedy', 'Drama']"
9064,Hellbound: Hellraiser II,en,12/23/88,6.4,1086,15.921,"[27, 53, 14]","['Horror', 'Thriller', 'Fantasy']"
2019,Hard Target,en,4/27/93,6.398,1169,43.084,"[28, 12, 80, 53]","['Action', 'Adventure', 'Crime', 'Thriller']"
1825,Over the Top,en,2/13/87,6.398,1647,45.432,"[28, 18]","['Action', 'Drama']"
449756,The Postcard Killings,en,3/13/20,6.401,562,17.58,"[18, 53]","['Drama', 'Thriller']"
15357,District 13: Ultimatum,fr,2/18/09,6.397,1135,19.278,"[28, 53, 80]","['Action', 'Thriller', 'Crime']"
10741,Bobby,en,9/5/06,6.397,372,11.814,[18],['Drama']
6488,Arachnophobia,en,7/20/90,6.4,1355,9.277,"[35, 27]","['Comedy', 'Horror']"
606117,A Cinderella Story: Christmas Wish,en,10/15/19,6.396,687,17.159,"[35, 10402, 10749, 14]","['Comedy', 'Music', 'Romance', 'Fantasy']"
316727,The Purge: Election Year,en,6/29/16,6.395,5166,61.769,"[28, 27, 53]","['Action', 'Horror', 'Thriller']"
95608,The Only Living Boy in New York,en,7/27/17,6.4,318,9.517,[18],['Drama']
11498,Dead Again,en,8/23/91,6.396,366,9.87,"[9648, 18, 80]","['Mystery', 'Drama', 'Crime']"
10592,Hart's War,en,2/15/02,6.396,915,13.995,"[18, 10752]","['Drama', 'War']"
10490,Drop Dead Gorgeous,en,7/23/99,6.4,367,11.658,[35],['Comedy']
294795,The 9th Life of Louis Drax,en,9/1/16,6.4,444,8.101,"[9648, 53]","['Mystery', 'Thriller']"
13373,Millions,en,4/29/04,6.395,368,9.982,"[35, 80, 18, 10751]","['Comedy', 'Crime', 'Drama', 'Family']"
12535,High Anxiety,en,12/25/77,6.4,333,9.16,"[35, 9648, 53]","['Comedy', 'Mystery', 'Thriller']"
10074,Hot Rod,en,8/3/07,6.395,958,15.042,"[35, 28]","['Comedy', 'Action']"
9425,Soldier,en,10/23/98,6.399,827,11.201,"[878, 28, 18, 14]","['Science Fiction', 'Action', 'Drama', 'Fantasy']"
694254,Baggio: The Divine Ponytail,it,5/26/21,6.394,410,7.661,[18],['Drama']
583268,"Someone, Somewhere",fr,9/11/19,6.394,635,5.307,"[18, 10749, 35]","['Drama', 'Romance', 'Comedy']"
419835,Crooked House,en,9/6/17,6.4,889,8.151,"[9648, 80, 53]","['Mystery', 'Crime', 'Thriller']"
298729,Do You See Me?,it,11/20/14,6.394,561,13.704,[35],['Comedy']
62046,Flypaper,en,8/19/11,6.394,737,13.976,"[9648, 35, 80]","['Mystery', 'Comedy', 'Crime']"
10247,He Was a Quiet Man,en,11/23/07,6.394,310,10.873,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
10246,Porky's,en,11/13/81,6.394,841,16.785,[35],['Comedy']
4488,Friday the 13th,en,5/9/80,6.395,2858,50.289,[27],['Horror']
709,Licence to Kill,en,6/13/89,6.4,1884,27.431,"[12, 28, 53]","['Adventure', 'Action', 'Thriller']"
525041,A Christmas Prince: The Royal Wedding,en,11/30/18,6.393,909,9.305,"[10749, 35, 10770]","['Romance', 'Comedy', 'TV Movie']"
13374,Ice Princess,en,3/17/05,6.4,883,14.725,"[10751, 18, 35]","['Family', 'Drama', 'Comedy']"
9788,Accepted,en,8/18/06,6.393,1546,15.045,[35],['Comedy']
8007,Behind Enemy Lines,en,11/30/01,6.394,1461,23.005,"[28, 18, 53, 10752]","['Action', 'Drama', 'Thriller', 'War']"
293970,The Final Girls,en,10/9/15,6.392,1245,11.764,"[35, 27]","['Comedy', 'Horror']"
27429,Shivers,en,9/26/75,6.4,632,8.736,"[27, 878]","['Horror', 'Science Fiction']"
24341,Dolls,en,10/27/86,6.392,316,9.777,"[14, 27]","['Fantasy', 'Horror']"
13968,Jump In!,en,1/12/07,6.392,393,7.628,"[18, 35, 10749]","['Drama', 'Comedy', 'Romance']"
1989,My Blueberry Nights,cn,11/28/07,6.392,739,14.531,"[18, 10749]","['Drama', 'Romance']"
20662,Robin Hood,en,5/12/10,6.391,4536,30.158,"[28, 12, 36]","['Action', 'Adventure', 'History']"
10047,The Messenger: The Story of Joan of Arc,en,10/27/99,6.391,1417,30.6,"[12, 18, 28, 36, 10752]","['Adventure', 'Drama', 'Action', 'History', 'War']"
630240,Titane,fr,7/14/21,6.39,1405,111.822,"[18, 53, 27]","['Drama', 'Thriller', 'Horror']"
460668,I Feel Pretty,en,4/19/18,6.4,2016,14.722,"[35, 10749]","['Comedy', 'Romance']"
16187,Buzz Lightyear of Star Command: The Adventure Begins,en,8/8/00,6.39,319,25.856,"[16, 10751, 35, 878, 12]","['Animation', 'Family', 'Comedy', 'Science Fiction', 'Adventure']"
13022,Rogue,en,11/8/07,6.39,666,18.116,"[28, 27, 53]","['Action', 'Horror', 'Thriller']"
4241,Visitor Q,ja,3/17/01,6.39,486,14.671,"[35, 18, 27, 53]","['Comedy', 'Drama', 'Horror', 'Thriller']"
3980,Critters,en,4/11/86,6.39,937,14.893,"[35, 27, 878]","['Comedy', 'Horror', 'Science Fiction']"
300667,3 Generations,en,10/27/16,6.388,430,11.099,"[35, 18]","['Comedy', 'Drama']"
6687,TransSiberian,en,1/18/08,6.4,704,11.081,"[53, 80, 9648]","['Thriller', 'Crime', 'Mystery']"
43549,The Experiment,en,7/15/10,6.383,1190,17.793,"[53, 18]","['Thriller', 'Drama']"
10057,The Three Musketeers,en,11/11/93,6.4,945,22.077,"[28, 12, 35]","['Action', 'Adventure', 'Comedy']"
5551,Space Cowboys,en,8/4/00,6.387,1337,15.384,"[28, 12, 53]","['Action', 'Adventure', 'Thriller']"
2275,The General's Daughter,en,6/18/99,6.387,895,11.691,"[53, 9648, 80]","['Thriller', 'Mystery', 'Crime']"
593910,Cinderella,en,9/3/21,6.386,1369,33.933,"[14, 10749, 35]","['Fantasy', 'Romance', 'Comedy']"
433501,City of Lies,en,9/6/18,6.386,586,12.623,"[80, 53, 18]","['Crime', 'Thriller', 'Drama']"
294272,Pete's Dragon,en,8/10/16,6.4,2167,29.068,"[12, 10751, 14]","['Adventure', 'Family', 'Fantasy']"
38365,Grown Ups,en,6/24/10,6.387,6013,90.131,[35],['Comedy']
670203,The Talent of the Hornet,it,11/18/20,6.385,427,4.608,"[53, 18]","['Thriller', 'Drama']"
326215,Ooops! Noah Is Gone...,en,3/26/15,6.4,313,12.374,"[16, 12, 35, 10751]","['Animation', 'Adventure', 'Comedy', 'Family']"
293646,The 33,en,8/6/15,6.385,912,27.506,"[18, 36]","['Drama', 'History']"
50780,The Beaver,en,5/5/11,6.385,839,7.083,[18],['Drama']
11584,Roxanne,en,6/19/87,6.385,610,16.319,"[35, 10749]","['Comedy', 'Romance']"
5336,"Salò, or the 120 Days of Sodom",it,1/10/76,6.385,2012,23.427,"[18, 10752]","['Drama', 'War']"
681,Diamonds Are Forever,en,12/14/71,6.385,2057,23.226,"[28, 53]","['Action', 'Thriller']"
286987,How to Build a Better Boy,en,11/18/14,6.384,393,10.189,"[10751, 878, 10770]","['Family', 'Science Fiction', 'TV Movie']"
587996,Below Zero,es,1/29/21,6.383,899,11.321,"[28, 80, 53]","['Action', 'Crime', 'Thriller']"
294652,Son of a Gun,en,10/16/14,6.383,748,20.706,"[28, 80, 18, 53]","['Action', 'Crime', 'Drama', 'Thriller']"
271736,The Program,en,9/16/15,6.383,484,6.356,[18],['Drama']
43549,The Experiment,en,7/15/10,6.383,1190,17.793,"[53, 18]","['Thriller', 'Drama']"
15139,The Pagemaster,en,11/23/94,6.4,724,16.487,"[10751, 14, 16]","['Family', 'Fantasy', 'Animation']"
9759,Cellular,en,9/6/04,6.4,1871,11.25,"[28, 53, 18, 80]","['Action', 'Thriller', 'Drama', 'Crime']"
11503,The Serpent and the Rainbow,en,2/5/88,6.382,489,11.771,"[27, 53]","['Horror', 'Thriller']"
11460,Red Eye,en,8/19/05,6.381,2147,28.206,"[53, 9648]","['Thriller', 'Mystery']"
833326,Zero Fucks Given,fr,3/2/22,6.381,394,16.493,"[18, 35]","['Drama', 'Comedy']"
500852,Miss Bala,en,2/1/19,6.381,532,12.913,[28],['Action']
74018,A Cinderella Story: Once Upon a Song,en,9/5/11,6.381,1005,21.762,"[35, 10751, 10749, 18]","['Comedy', 'Family', 'Romance', 'Drama']"
189,Sin City: A Dame to Kill For,en,8/20/14,6.381,3762,65.09,"[80, 28, 53]","['Crime', 'Action', 'Thriller']"
976720,Vesper,en,8/17/22,6.387,543,39.449,"[878, 18, 12, 14]","['Science Fiction', 'Drama', 'Adventure', 'Fantasy']"
60420,Like Crazy,en,10/28/11,6.38,1023,9.628,"[18, 10749]","['Drama', 'Romance']"
8491,Weekend at Bernie's,en,7/5/89,6.4,999,16.253,"[35, 80]","['Comedy', 'Crime']"
910571,Fair Play,en,9/28/23,6.379,464,24.766,"[18, 53, 10749]","['Drama', 'Thriller', 'Romance']"
799379,Project Wolf Hunting,ko,9/21/22,6.381,335,57.904,"[28, 53, 27, 80]","['Action', 'Thriller', 'Horror', 'Crime']"
68735,Warcraft,en,5/25/16,6.379,6706,34.979,"[28, 12, 14]","['Action', 'Adventure', 'Fantasy']"
10611,Barbershop,en,4/1/02,6.379,454,21.623,"[35, 18]","['Comedy', 'Drama']"
523607,Maestro,en,11/22/23,6.378,678,11.21,"[18, 10749, 10402]","['Drama', 'Romance', 'Music']"
11081,Taking Lives,en,3/19/04,6.378,1573,27.132,[53],['Thriller']
10192,Shrek Forever After,en,5/16/10,6.378,7251,102.772,"[35, 12, 14, 16, 10751]","['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']"
8054,The Imaginarium of Doctor Parnassus,en,10/1/09,6.4,2666,12.571,"[12, 14, 9648]","['Adventure', 'Fantasy', 'Mystery']"
802217,8-Bit Christmas,en,11/24/21,6.377,370,7.769,"[10751, 35, 14]","['Family', 'Comedy', 'Fantasy']"
513574,Battle,no,9/28/18,6.377,640,5.912,"[18, 10749, 10402]","['Drama', 'Romance', 'Music']"
57800,Ice Age: Continental Drift,en,6/27/12,6.377,7482,54.136,"[16, 35, 12, 10751]","['Animation', 'Comedy', 'Adventure', 'Family']"
209403,Bad Words,en,9/6/13,6.376,800,8.637,[35],['Comedy']
77949,The Awakening,en,8/17/11,6.4,1368,9.049,"[27, 53, 9648]","['Horror', 'Thriller', 'Mystery']"
6691,Priceless,fr,12/13/06,6.4,717,6.191,"[18, 35, 10749]","['Drama', 'Comedy', 'Romance']"
2075,Prizzi's Honor,en,6/14/85,6.376,368,6.469,"[10749, 35, 80]","['Romance', 'Comedy', 'Crime']"
649409,No Sudden Move,en,6/24/21,6.375,672,17.273,"[80, 53]","['Crime', 'Thriller']"
531219,Roald Dahl's The Witches,en,10/26/20,6.375,2769,39.107,"[10751, 35, 14]","['Family', 'Comedy', 'Fantasy']"
356305,Why Him?,en,12/22/16,6.375,4087,20.818,[35],['Comedy']
250574,Creep,en,6/23/14,6.375,1386,17.536,[27],['Horror']
1075175,How to Have Sex,en,11/2/23,6.4,302,30.325,[18],['Drama']
152795,The Congress,en,7/3/13,6.374,510,10.737,"[18, 878, 16]","['Drama', 'Science Fiction', 'Animation']"
11891,Kung Pow: Enter the Fist,en,1/25/02,6.4,643,26.72,"[35, 28]","['Comedy', 'Action']"
1734,The Mummy Returns,en,5/4/01,6.4,6933,76.08,"[12, 28, 14]","['Adventure', 'Action', 'Fantasy']"
674944,The Occupant,es,3/25/20,6.373,736,7.728,"[53, 18]","['Thriller', 'Drama']"
7131,Van Helsing,en,5/3/04,6.373,5897,54.902,"[27, 12, 28]","['Horror', 'Adventure', 'Action']"
515248,Someone Great,en,4/19/19,6.4,1138,9.32,"[35, 10749]","['Comedy', 'Romance']"
44269,All That Glitters,fr,3/24/10,6.371,734,7.129,[35],['Comedy']
11068,Singles,en,9/18/92,6.371,372,13.449,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
4824,The Jackal,en,11/14/97,6.373,1829,21.044,"[28, 53, 12, 80]","['Action', 'Thriller', 'Adventure', 'Crime']"
315,"Faster, Pussycat! Kill! Kill!",en,8/6/65,6.371,313,6.193,"[80, 28, 53]","['Crime', 'Action', 'Thriller']"
290751,Secret in Their Eyes,en,10/14/15,6.371,1315,13.178,"[53, 9648, 80]","['Thriller', 'Mystery', 'Crime']"
16248,D.A.R.Y.L.,en,6/14/85,6.37,322,16.067,"[10751, 878, 28]","['Family', 'Science Fiction', 'Action']"
16229,Prozac Nation,en,9/8/01,6.4,300,11.079,"[18, 10749]","['Drama', 'Romance']"
12435,The Nanny Diaries,en,8/24/07,6.4,1121,21.916,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
1687,Escape from the Planet of the Apes,en,5/20/71,6.37,1052,40.594,"[28, 878]","['Action', 'Science Fiction']"
608,Men in Black II,en,7/3/02,6.4,9793,30.439,"[28, 35, 878]","['Action', 'Comedy', 'Science Fiction']"
34588,If I Were You,pt,1/6/06,6.369,363,7.085,"[35, 14]","['Comedy', 'Fantasy']"
11913,The Gendarme Takes Off,fr,10/28/70,6.4,494,10.719,[35],['Comedy']
9414,The Man Who Knew Too Little,en,11/14/97,6.4,483,7.872,"[35, 80, 28]","['Comedy', 'Crime', 'Action']"
8077,Alien³,en,5/22/92,6.4,5560,54.659,"[878, 28, 27]","['Science Fiction', 'Action', 'Horror']"
1647,The Recruit,en,1/31/03,6.369,1693,18.248,"[28, 53]","['Action', 'Thriller']"
766475,See How They Run,en,9/9/22,6.368,1050,15.371,"[9648, 35, 80]","['Mystery', 'Comedy', 'Crime']"
156711,Austenland,en,8/15/13,6.368,442,8.304,"[35, 10749]","['Comedy', 'Romance']"
41733,Due Date,en,11/3/10,6.368,5309,21.564,"[35, 18]","['Comedy', 'Drama']"
21610,Nighthawks,en,3/17/81,6.368,413,10.831,"[28, 80, 53]","['Action', 'Crime', 'Thriller']"
8077,Alien³,en,5/22/92,6.4,5560,54.659,"[878, 28, 27]","['Science Fiction', 'Action', 'Horror']"
6279,Sister Act 2: Back in the Habit,en,12/9/93,6.368,1774,30.19,"[10402, 35]","['Music', 'Comedy']"
528491,WHAT DID JACK DO?,en,11/8/17,6.367,473,7.852,"[35, 9648, 80]","['Comedy', 'Mystery', 'Crime']"
11427,Dead End,en,12/12/03,6.4,516,13.324,"[9648, 27, 53]","['Mystery', 'Horror', 'Thriller']"
438348,Knock,fr,10/18/17,6.366,447,7.145,[35],['Comedy']
24920,City of the Living Dead,it,8/11/80,6.366,373,10.335,[27],['Horror']
300168,Dragon Blade,zh,2/19/15,6.365,555,17.065,"[12, 36, 28, 14]","['Adventure', 'History', 'Action', 'Fantasy']"
222461,Wer,en,11/16/13,6.365,415,13.081,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
66195,The Perfect Host,en,7/1/10,6.365,410,8.459,"[35, 53, 80]","['Comedy', 'Thriller', 'Crime']"
145197,Upstream Color,en,4/5/13,6.364,707,10.812,"[18, 878]","['Drama', 'Science Fiction']"
13523,Sex Drive,en,10/16/08,6.364,1316,29.055,"[35, 12, 10749]","['Comedy', 'Adventure', 'Romance']"
775996,Outside the Wire,en,1/15/21,6.4,1766,18.612,"[53, 28, 878]","['Thriller', 'Action', 'Science Fiction']"
11008,Major Payne,en,3/24/95,6.363,773,29.517,"[12, 35, 10751]","['Adventure', 'Comedy', 'Family']"
617,Wild Things,en,3/20/98,6.363,1703,21.85,"[9648, 53, 18]","['Mystery', 'Thriller', 'Drama']"
338970,Tomb Raider,en,3/5/18,6.362,7689,38.912,"[28, 12, 14]","['Action', 'Adventure', 'Fantasy']"
262500,Insurgent,en,3/18/15,6.362,9885,53.475,"[28, 12, 878, 53]","['Action', 'Adventure', 'Science Fiction', 'Thriller']"
71688,The Iron Lady,en,12/26/11,6.362,1702,9.539,"[36, 18]","['History', 'Drama']"
38594,Dragon Ball: Yo! Son Goku and His Friends Return!!,ja,9/21/08,6.362,509,14.253,"[16, 28, 12, 878]","['Animation', 'Action', 'Adventure', 'Science Fiction']"
13225,FernGully: The Last Rainforest,en,4/10/92,6.362,556,22.283,"[10751, 14, 16, 12]","['Family', 'Fantasy', 'Animation', 'Adventure']"
13150,Pride and Glory,en,9/9/08,6.362,854,14.801,"[80, 18, 9648, 53]","['Crime', 'Drama', 'Mystery', 'Thriller']"
11680,The Miser,fr,3/5/80,6.362,419,11.442,[35],['Comedy']
11120,The Mosquito Coast,en,11/26/86,6.362,465,14.27,"[18, 12]","['Drama', 'Adventure']"
10017,The Wraith,en,10/1/86,6.362,435,16.839,"[28, 878]","['Action', 'Science Fiction']"
6440,The Shipping News,en,12/18/01,6.358,367,7.991,"[18, 10749]","['Drama', 'Romance']"
532639,Pinocchio,en,9/7/22,6.4,1559,31.15,"[14, 12, 10751]","['Fantasy', 'Adventure', 'Family']"
405775,The Wall,en,5/12/17,6.361,935,18.319,"[10752, 53, 18]","['War', 'Thriller', 'Drama']"
399035,The Commuter,en,1/11/18,6.361,4319,29.856,"[28, 53, 9648]","['Action', 'Thriller', 'Mystery']"
295699,Everybody Wants Some!!,en,3/30/16,6.4,1079,10.586,[35],['Comedy']
82682,Gangster Squad,en,1/9/13,6.361,3970,13.426,"[80, 18, 28, 53]","['Crime', 'Drama', 'Action', 'Thriller']"
29437,Rabid,en,4/8/77,6.361,482,8.006,"[27, 878]","['Horror', 'Science Fiction']"
18269,Lady and the Tramp II: Scamp's Adventure,en,2/18/01,6.4,1216,25.116,"[10751, 16, 10749, 12]","['Family', 'Animation', 'Romance', 'Adventure']"
9317,The Cabbage Soup,fr,12/2/81,6.361,846,8.738,"[35, 878]","['Comedy', 'Science Fiction']"
592336,Don't Stop Me Now,it,4/18/19,6.36,362,8.585,[35],['Comedy']
477033,Errementari: The Blacksmith and the Devil,eu,3/2/18,6.36,526,11.823,"[18, 14, 27]","['Drama', 'Fantasy', 'Horror']"
1577,Resident Evil: Apocalypse,en,9/10/04,6.36,4255,29.155,"[27, 28, 878]","['Horror', 'Action', 'Science Fiction']"
299,Ocean's Eleven,en,8/10/60,6.36,340,13.139,"[80, 35]","['Crime', 'Comedy']"
1022796,Wish,en,11/13/23,6.359,1396,173.35,"[16, 10751, 14, 12]","['Animation', 'Family', 'Fantasy', 'Adventure']"
