id,title,original_language,release_date,vote_average,vote_count,popularity,genre_ids,Genres
468284,The Insult,fr,9/14/17,7.507,445,6.348,"[18, 80]","['Drama', 'Crime']"
11202,Patton,en,1/25/70,7.507,1071,16.409,"[10752, 18, 36]","['War', 'Drama', 'History']"
1600,The Double Life of Véronique,fr,5/15/91,7.507,764,17.911,[18],['Drama']
16642,Days of Heaven,en,9/13/78,7.506,1003,20.358,"[18, 10749]","['Drama', 'Romance']"
16642,Days of Heaven,en,9/13/78,7.506,1003,20.358,"[18, 10749]","['Drama', 'Romance']"
9516,Menace II Society,en,5/26/93,7.506,757,14.119,"[18, 80]","['Drama', 'Crime']"
3133,Badlands,en,1/5/74,7.506,1163,8.696,"[80, 18, 10749]","['Crime', 'Drama', 'Romance']"
470878,I Can Only Imagine,en,2/14/18,7.505,460,24.006,"[10402, 18]","['Music', 'Drama']"
4909,The Day of the Jackal,en,5/16/73,7.5,534,18.957,"[28, 53]","['Action', 'Thriller']"
552095,PAW Patrol: Mighty Pups,en,10/4/18,7.5,571,23.323,"[12, 16, 10751, 28]","['Adventure', 'Animation', 'Family', 'Action']"
15097,Fear City: A Family-Style Comedy,fr,3/9/94,7.504,1210,11.19,[35],['Comedy']
11506,The Silence,sv,9/23/63,7.504,355,8.863,"[18, 10749]","['Drama', 'Romance']"
660120,The Worst Person in the World,no,10/13/21,7.503,1309,19.376,"[18, 10749, 35]","['Drama', 'Romance', 'Comedy']"
626872,Emergency Declaration,ko,8/3/22,7.503,340,17.303,"[28, 18, 53]","['Action', 'Drama', 'Thriller']"
508883,The Boy and the Heron,ja,7/14/23,7.5,1636,117.67,"[16, 12, 14, 10751, 18]","['Animation', 'Adventure', 'Fantasy', 'Family', 'Drama']"
85350,Boyhood,en,6/5/14,7.503,5094,16.101,[18],['Drama']
11906,Suspiria,it,2/1/77,7.503,2865,36.664,[27],['Horror']
550988,Free Guy,en,8/11/21,7.502,8608,73.072,"[35, 12, 878]","['Comedy', 'Adventure', 'Science Fiction']"
18197,Running on Empty,en,9/9/88,7.5,303,14.636,"[18, 10749, 80]","['Drama', 'Romance', 'Crime']"
10377,My Cousin Vinny,en,3/13/92,7.502,1548,19.619,[35],['Comedy']
332562,A Star Is Born,en,10/3/18,7.5,11539,30.741,"[10402, 18, 10749]","['Music', 'Drama', 'Romance']"
74879,Once Upon a Time in Anatolia,tr,9/23/11,7.5,458,10.47,"[18, 80]","['Drama', 'Crime']"
2034,Training Day,en,10/5/01,7.501,5792,41.293,"[28, 80, 18]","['Action', 'Crime', 'Drama']"
615,The Passion of the Christ,en,2/25/04,7.5,4527,77.432,[18],['Drama']
2034,Training Day,en,10/5/01,7.501,5792,41.293,"[28, 80, 18]","['Action', 'Crime', 'Drama']"
921655,Rescued by Ruby,en,3/17/22,7.5,304,9.823,"[10751, 18]","['Family', 'Drama']"
475,Bonnie and Clyde,en,8/14/67,7.5,1583,21.044,"[80, 18]","['Crime', 'Drama']"
79,Hero,zh,7/22/02,7.5,2212,18.275,"[18, 12, 28, 36]","['Drama', 'Adventure', 'Action', 'History']"
551332,The Two Popes,en,11/27/19,7.499,2797,16.45,"[18, 36]","['Drama', 'History']"
40823,The Man Who Copied,pt,6/13/03,7.499,338,7.8,"[35, 18, 10749, 80]","['Comedy', 'Drama', 'Romance', 'Crime']"
37903,The White Ribbon,de,9/24/09,7.499,990,10.812,"[18, 9648]","['Drama', 'Mystery']"
1859,Ninotchka,en,11/23/39,7.5,375,10.544,"[35, 10749]","['Comedy', 'Romance']"
7735,The Wave,de,3/13/08,7.497,3274,19.13,"[18, 53]","['Drama', 'Thriller']"
648,Beauty and the Beast,fr,10/29/46,7.5,580,21.741,"[18, 14, 10749]","['Drama', 'Fantasy', 'Romance']"
69,Walk the Line,en,9/13/05,7.498,2814,18.351,"[18, 10402, 10749]","['Drama', 'Music', 'Romance']"
3529,The Thin Man,en,5/25/34,7.496,447,10.837,"[35, 9648, 80]","['Comedy', 'Mystery', 'Crime']"
586940,I Lost My Body,fr,11/6/19,7.495,1229,9.169,"[16, 18, 14]","['Animation', 'Drama', 'Fantasy']"
544510,"Cyrano, My Love",fr,11/10/18,7.495,491,7.369,"[35, 36]","['Comedy', 'History']"
12169,The First Day of the Rest of Your Life,fr,7/23/08,7.495,462,10.462,[18],['Drama']
7549,Fearless,zh,1/26/06,7.495,1251,14.605,"[18, 28]","['Drama', 'Action']"
983,The Man Who Would Be King,en,12/3/75,7.495,622,10.032,"[12, 18]","['Adventure', 'Drama']"
923,Dawn of the Dead,en,9/2/78,7.495,2035,25.271,[27],['Horror']
1076364,Carl's Date,en,6/15/23,7.494,398,106.496,"[16, 12, 10751, 35]","['Animation', 'Adventure', 'Family', 'Comedy']"
500664,Upgrade,en,5/31/18,7.494,4273,22.411,"[28, 53, 878]","['Action', 'Thriller', 'Science Fiction']"
330459,Rogue One: A Star Wars Story,en,12/14/16,7.494,15089,30.387,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']"
301528,Toy Story 4,en,6/19/19,7.493,9663,69.865,"[10751, 12, 16, 35, 14]","['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']"
176983,One Piece Film: Z,ja,12/15/12,7.494,505,31.309,"[16, 14, 28, 12]","['Animation', 'Fantasy', 'Action', 'Adventure']"
13377,How the Grinch Stole Christmas!,en,12/18/66,7.494,980,13.629,"[16, 10751, 35]","['Animation', 'Family', 'Comedy']"
13353,"It's the Great Pumpkin, Charlie Brown",en,10/27/66,7.5,385,17.411,"[10751, 16, 10770, 35]","['Family', 'Animation', 'TV Movie', 'Comedy']"
7500,Sonatine,ja,4/10/93,7.494,619,8.359,"[28, 80, 53]","['Action', 'Crime', 'Thriller']"
1368,First Blood,en,10/22/82,7.494,6153,51.865,"[28, 12, 53, 10752]","['Action', 'Adventure', 'Thriller', 'War']"
31767,The Devils,en,7/16/71,7.493,360,13.105,"[18, 36]","['Drama', 'History']"
8342,No Man's Land,bs,5/12/01,7.5,428,9.17,"[28, 36, 10752]","['Action', 'History', 'War']"
4254,Kal Ho Naa Ho,hi,11/27/03,7.493,376,11.526,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
520763,A Quiet Place Part II,en,5/21/21,7.492,6399,97.295,"[878, 53, 27]","['Science Fiction', 'Thriller', 'Horror']"
389015,"I, Tonya",en,12/8/17,7.492,5728,15.722,"[18, 35]","['Drama', 'Comedy']"
383498,Deadpool 2,en,5/10/18,7.492,17706,131.553,"[28, 35, 12]","['Action', 'Comedy', 'Adventure']"
284293,Still Alice,en,12/5/14,7.492,3026,21.128,[18],['Drama']
73456,Barbie: Princess Charm School,en,8/11/11,7.492,791,54.033,"[10751, 16, 14]","['Family', 'Animation', 'Fantasy']"
42801,"Yesterday, Today and Tomorrow",it,12/21/63,7.5,415,11.144,"[35, 10749]","['Comedy', 'Romance']"
17809,Fist of Legend,zh,12/22/94,7.492,517,19.112,[28],['Action']
252,Willy Wonka & the Chocolate Factory,en,6/29/71,7.492,3529,45.011,"[10751, 14, 35]","['Family', 'Fantasy', 'Comedy']"
437586,mid90s,en,10/19/18,7.491,1566,14.24,"[18, 35]","['Drama', 'Comedy']"
24807,Mr. Deeds Goes to Town,en,4/9/36,7.49,348,11.508,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
8321,In Bruges,en,2/8/08,7.489,5043,20.332,"[35, 18, 80]","['Comedy', 'Drama', 'Crime']"
4593,The Discreet Charm of the Bourgeoisie,fr,9/15/72,7.5,770,12.806,[35],['Comedy']
258480,Carol,en,11/20/15,7.5,3636,22.864,"[10749, 18]","['Romance', 'Drama']"
203833,The Book Thief,en,11/8/13,7.489,4262,37.579,[18],['Drama']
620,Ghostbusters,en,6/8/84,7.489,8815,44.711,"[35, 14]","['Comedy', 'Fantasy']"
483983,Balloon,de,9/27/18,7.488,412,7.67,"[18, 36, 53]","['Drama', 'History', 'Thriller']"
19223,A Pure Formality,fr,5/15/94,7.488,344,8.28,"[9648, 53, 80, 18]","['Mystery', 'Thriller', 'Crime', 'Drama']"
22538,Scott Pilgrim vs. the World,en,8/12/10,7.487,7746,36.198,"[28, 35, 10749]","['Action', 'Comedy', 'Romance']"
13384,Kes,en,4/3/70,7.487,378,10.556,[18],['Drama']
529203,The Croods: A New Age,en,11/25/20,7.486,3784,61.346,"[16, 10751, 12, 14, 35]","['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']"
9428,The Royal Tenenbaums,en,10/5/01,7.486,4470,14.059,"[35, 18]","['Comedy', 'Drama']"
229,Bride of Frankenstein,en,4/20/35,7.486,934,14.313,"[27, 878]","['Horror', 'Science Fiction']"
11344,A Bittersweet Life,ko,4/1/05,7.485,853,16.075,"[28, 18, 80]","['Action', 'Drama', 'Crime']"
11016,Key Largo,en,7/16/48,7.485,518,15.841,"[80, 53]","['Crime', 'Thriller']"
345,Eyes Wide Shut,en,7/16/99,7.485,6070,44.573,"[18, 53, 9648]","['Drama', 'Thriller', 'Mystery']"
431937,Mr & Mme Adelman,fr,3/8/17,7.484,434,9.222,"[10749, 18, 35]","['Romance', 'Drama', 'Comedy']"
345938,The Shack,en,3/3/17,7.484,2104,80.51,"[18, 14]","['Drama', 'Fantasy']"
16328,Johnny Got His Gun,en,8/4/71,7.484,373,11.25,"[10752, 18]","['War', 'Drama']"
34106,You Can't Take It with You,en,9/1/38,7.5,382,9.414,"[35, 10749]","['Comedy', 'Romance']"
192,The Name of the Rose,en,9/24/86,7.483,2955,25.348,"[18, 53, 9648]","['Drama', 'Thriller', 'Mystery']"
26280,I Killed My Mother,fr,6/5/09,7.482,1089,6.598,[18],['Drama']
11841,The 36th Chamber of Shaolin,zh,2/2/78,7.482,412,11.505,"[28, 12]","['Action', 'Adventure']"
10787,The Invisible Man,en,11/3/33,7.482,820,17.814,"[27, 878]","['Horror', 'Science Fiction']"
3001,How to Steal a Million,en,7/13/66,7.5,574,10.83,"[35, 80, 10749]","['Comedy', 'Crime', 'Romance']"
377273,Aquarius,pt,9/1/16,7.481,452,7.81,[18],['Drama']
43904,L'Atalante,fr,4/24/34,7.481,411,5,"[10749, 18, 35]","['Romance', 'Drama', 'Comedy']"
293863,The Age of Adaline,en,4/16/15,7.48,6526,59.347,"[10749, 14, 18]","['Romance', 'Fantasy', 'Drama']"
36095,Cure,ja,12/27/97,7.479,497,16.838,"[80, 53, 27, 9648]","['Crime', 'Thriller', 'Horror', 'Mystery']"
16958,The Asphalt Jungle,en,5/12/50,7.5,469,14.778,"[80, 18]","['Crime', 'Drama']"
12837,The Secret Life of Bees,en,9/17/08,7.5,505,12.621,"[10751, 12, 18]","['Family', 'Adventure', 'Drama']"
11978,Men of Honor,en,9/13/00,7.479,2241,23.387,[18],['Drama']
11854,Kuch Kuch Hota Hai,hi,10/16/98,7.479,376,15.285,"[10749, 18, 35, 10751]","['Romance', 'Drama', 'Comedy', 'Family']"
10843,After Hours,en,8/16/85,7.479,1443,19.977,"[35, 53, 18]","['Comedy', 'Thriller', 'Drama']"
10604,Zorba the Greek,el,12/14/64,7.5,336,15.417,[18],['Drama']
9559,A Perfect World,en,11/24/93,7.479,1622,13.179,"[18, 80]","['Drama', 'Crime']"
9081,Waking Life,en,10/19/01,7.479,856,12.296,"[16, 18]","['Animation', 'Drama']"
186,Lucky Number Slevin,en,2/24/06,7.479,3998,20.879,"[18, 53, 80, 9648]","['Drama', 'Thriller', 'Crime', 'Mystery']"
921785,Mixed by Erry,it,3/2/23,7.478,425,9.469,"[35, 36, 10402]","['Comedy', 'History', 'Music']"
13930,For the Birds,en,11/2/00,7.478,1193,12.833,"[16, 10751, 35]","['Animation', 'Family', 'Comedy']"
4291,Kikujiro,ja,6/5/99,7.478,511,16.506,"[35, 18]","['Comedy', 'Drama']"
196,Back to the Future Part III,en,5/25/90,7.477,10354,37.514,"[12, 35, 878]","['Adventure', 'Comedy', 'Science Fiction']"
9081,Waking Life,en,10/19/01,7.479,856,12.296,"[16, 18]","['Animation', 'Drama']"
522,Ed Wood,en,9/28/94,7.477,2276,8.832,"[35, 18, 36]","['Comedy', 'Drama', 'History']"
1075794,Leo,en,11/17/23,7.476,1126,102.804,"[16, 35, 10751]","['Animation', 'Comedy', 'Family']"
203101,High School of the Dead: Drifters of the Dead,ja,4/25/11,7.5,452,15.419,"[35, 16, 12, 27]","['Comedy', 'Animation', 'Adventure', 'Horror']"
38396,That's Life,it,12/18/98,7.476,1307,4.609,[35],['Comedy']
625,The Killing Fields,en,11/23/84,7.476,723,28.526,"[18, 36, 10752]","['Drama', 'History', 'War']"
145,Breaking the Waves,da,7/5/96,7.5,951,13.288,"[18, 10749]","['Drama', 'Romance']"
239571,The Best of Me,en,10/15/14,7.474,2548,22.459,"[18, 10749]","['Drama', 'Romance']"
400160,The SpongeBob Movie: Sponge on the Run,en,8/14/20,7.473,2827,66.838,"[10751, 16, 14, 12, 35]","['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']"
244088,Human Capital,it,12/3/13,7.473,891,8.307,[18],['Drama']
11798,This Is England,en,4/27/07,7.473,1229,5.349,"[18, 80]","['Drama', 'Crime']"
1251,Letters from Iwo Jima,en,12/9/06,7.473,2014,19.966,"[28, 18, 10752]","['Action', 'Drama', 'War']"
261470,Sorry If I Call You Love,es,6/20/14,7.471,454,15.016,"[10749, 18]","['Romance', 'Drama']"
13528,Gaslight,en,5/4/44,7.5,476,18.072,"[53, 18, 9648, 80]","['Thriller', 'Drama', 'Mystery', 'Crime']"
529216,Mirage,es,11/30/18,7.47,1771,16.508,"[53, 18, 9648, 14]","['Thriller', 'Drama', 'Mystery', 'Fantasy']"
31682,The Incredible Shrinking Man,en,2/22/57,7.5,482,8.581,"[878, 27]","['Science Fiction', 'Horror']"
11549,Invasion of the Body Snatchers,en,2/5/56,7.47,1049,11.864,"[878, 27, 53]","['Science Fiction', 'Horror', 'Thriller']"
8055,The Reader,en,12/10/08,7.47,3020,22.773,"[18, 10749]","['Drama', 'Romance']"
2501,The Bourne Identity,en,6/14/02,7.5,9139,37.201,"[28, 18, 9648, 53]","['Action', 'Drama', 'Mystery', 'Thriller']"
219,Volver,es,3/17/06,7.47,1690,12.563,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
9665,Glory,en,12/15/89,7.469,1576,15.184,"[18, 36, 10752]","['Drama', 'History', 'War']"
431580,Abominable,en,9/19/19,7.5,2008,29.546,"[10751, 16, 12, 35]","['Family', 'Animation', 'Adventure', 'Comedy']"
337703,The Red Turtle,fr,3/27/16,7.467,1240,10.529,"[16, 18, 14, 10751]","['Animation', 'Drama', 'Fantasy', 'Family']"
41498,One Piece: Strong World,ja,12/12/09,7.467,346,32.073,"[16, 14, 12]","['Animation', 'Fantasy', 'Adventure']"
9075,Black Book,nl,9/14/06,7.5,1120,12.555,"[18, 53, 10752]","['Drama', 'Thriller', 'War']"
8740,The Vanishing,nl,10/27/88,7.467,614,14.06,"[53, 9648]","['Thriller', 'Mystery']"
5503,The Fugitive,en,8/6/93,7.5,4165,27.303,"[28, 53, 18]","['Action', 'Thriller', 'Drama']"
114,Pretty Woman,en,3/23/90,7.467,8101,55.259,"[10749, 35]","['Romance', 'Comedy']"
613090,"Live Twice, Love Once",es,9/6/19,7.466,335,14.303,"[35, 18]","['Comedy', 'Drama']"
194662,Birdman or (The Unexpected Virtue of Ignorance),en,10/17/14,7.466,12670,58.612,"[18, 35]","['Drama', 'Comedy']"
14919,Batman: Mask of the Phantasm,en,12/25/93,7.5,1077,33.666,"[28, 16, 80, 9648, 18]","['Action', 'Animation', 'Crime', 'Mystery', 'Drama']"
2000,"Aguirre, the Wrath of God",de,12/29/72,7.466,1068,18.503,"[36, 12, 18]","['History', 'Adventure', 'Drama']"
1813,The Devil's Advocate,en,10/17/97,7.467,5886,75.421,"[18, 9648, 53, 27]","['Drama', 'Mystery', 'Thriller', 'Horror']"
1023,Adam's Apples,da,4/15/05,7.466,675,11.582,"[18, 35, 80]","['Drama', 'Comedy', 'Crime']"
260513,Incredibles 2,en,6/14/18,7.465,12722,72.506,"[28, 12, 16, 10751]","['Action', 'Adventure', 'Animation', 'Family']"
28874,Summer Wars,ja,8/1/09,7.465,912,11.552,"[16, 878]","['Animation', 'Science Fiction']"
75233,"Oslo, August 31st",no,8/31/11,7.464,417,9.863,[18],['Drama']
3035,Frankenstein,en,11/21/31,7.464,1537,13.264,"[18, 27, 878]","['Drama', 'Horror', 'Science Fiction']"
574,The Man Who Knew Too Much,en,5/16/56,7.5,1359,16.34,"[53, 9648]","['Thriller', 'Mystery']"
22584,To Have and Have Not,en,1/20/45,7.463,506,9.207,"[12, 10749, 10752]","['Adventure', 'Romance', 'War']"
11610,"Play It Again, Sam",en,5/4/72,7.463,558,11.197,"[35, 10749]","['Comedy', 'Romance']"
10683,Happiness,en,10/11/98,7.5,790,16.392,"[35, 18]","['Comedy', 'Drama']"
1152014,A Little Something Extra,fr,4/18/24,7.461,380,50.411,[35],['Comedy']
327331,The Dirt,en,3/22/19,7.5,1200,12.054,"[18, 10402, 36, 35]","['Drama', 'Music', 'History', 'Comedy']"
32761,The Seventh Continent,de,10/20/89,7.462,300,9.103,[18],['Drama']
16858,All That Jazz,en,12/16/79,7.462,489,14.266,[18],['Drama']
9509,Man on Fire,en,4/23/04,7.462,5032,42.137,"[28, 18, 53]","['Action', 'Drama', 'Thriller']"
4689,Sympathy for Mr. Vengeance,ko,3/29/02,7.462,1423,11.257,"[28, 18, 53]","['Action', 'Drama', 'Thriller']"
984,Dirty Harry,en,12/23/71,7.462,2403,14.984,"[28, 80, 53]","['Action', 'Crime', 'Thriller']"
407445,Breathe,en,10/13/17,7.461,735,10.378,"[18, 10749]","['Drama', 'Romance']"
36685,The Rocky Horror Picture Show,en,8/14/75,7.5,2750,17.332,"[35, 878, 14, 27]","['Comedy', 'Science Fiction', 'Fantasy', 'Horror']"
828,The Day the Earth Stood Still,en,9/28/51,7.461,1081,12.11,"[878, 53]","['Science Fiction', 'Thriller']"
674324,The Banshees of Inisherin,en,10/20/22,7.459,2662,20.988,"[18, 35]","['Drama', 'Comedy']"
346648,Paddington 2,en,11/9/17,7.459,2310,24.707,"[12, 35, 10751]","['Adventure', 'Comedy', 'Family']"
37472,Ip Man 2,cn,4/29/10,7.459,2218,3.385,"[28, 36, 18]","['Action', 'History', 'Drama']"
15165,Barbie as The Princess & the Pauper,en,9/28/04,7.459,1453,42.112,"[16, 10751, 35]","['Animation', 'Family', 'Comedy']"
187,Sin City,en,4/1/05,7.5,8009,30.564,"[53, 28, 80]","['Thriller', 'Action', 'Crime']"
109,Three Colors: White,fr,1/26/94,7.459,1157,20.565,"[35, 18, 9648]","['Comedy', 'Drama', 'Mystery']"
27632,Black Sunday,it,8/11/60,7.457,514,8.287,[27],['Horror']
718930,Bullet Train,en,8/3/22,7.458,6031,59.248,"[28, 35, 53]","['Action', 'Comedy', 'Thriller']"
251516,Kung Fury,en,5/22/15,7.457,1795,6.464,"[28, 35, 878, 14]","['Action', 'Comedy', 'Science Fiction', 'Fantasy']"
27632,Black Sunday,it,8/11/60,7.457,514,8.287,[27],['Horror']
530,A Grand Day Out,en,5/18/90,7.5,854,12.187,"[10751, 16, 35]","['Family', 'Animation', 'Comedy']"
379,Miller's Crossing,en,9/21/90,7.457,1607,13.627,"[18, 53, 80]","['Drama', 'Thriller', 'Crime']"
780382,The Wolf and the Lion,en,10/13/21,7.5,390,15.697,"[10751, 12, 18]","['Family', 'Adventure', 'Drama']"
736073,"Batman: The Long Halloween, Part One",en,6/21/21,7.456,608,12.102,"[16, 9648, 28, 80]","['Animation', 'Mystery', 'Action', 'Crime']"
374720,Dunkirk,en,7/19/17,7.456,16310,30.924,"[10752, 28, 18]","['War', 'Action', 'Drama']"
18900,In Cold Blood,en,12/15/67,7.456,361,14.847,"[80, 18]","['Crime', 'Drama']"
16619,Ordinary People,en,9/19/80,7.456,610,15.318,[18],['Drama']
10907,The Adventures of Robin Hood,en,5/13/38,7.456,731,16.084,"[12, 10749, 36]","['Adventure', 'Romance', 'History']"
8741,The Thin Red Line,en,12/23/98,7.456,2944,13.597,"[18, 36, 10752]","['Drama', 'History', 'War']"
290,Barton Fink,en,8/1/91,7.456,1640,10.418,"[35, 18]","['Comedy', 'Drama']"
175,The Big Blue,fr,5/10/88,7.5,1411,20.42,"[10749, 18, 12]","['Romance', 'Drama', 'Adventure']"
771077,Rise,fr,3/30/22,7.455,398,11.694,"[35, 18]","['Comedy', 'Drama']"
630220,18 Presents,it,1/2/20,7.455,662,9.035,"[18, 10751]","['Drama', 'Family']"
489418,In Safe Hands,fr,12/5/18,7.5,488,7.209,[18],['Drama']
440298,Cold War,pl,6/8/18,7.455,1446,10.243,"[18, 10749, 10752, 10402]","['Drama', 'Romance', 'War', 'Music']"
27327,Phantom of the Paradise,en,10/31/74,7.457,645,8.389,"[10402, 35, 27, 14]","['Music', 'Comedy', 'Horror', 'Fantasy']"
502897,Leto,ru,6/7/18,7.454,304,8.744,"[10402, 18]","['Music', 'Drama']"
466420,Killers of the Flower Moon,en,10/18/23,7.5,3168,94.002,"[80, 36, 18]","['Crime', 'History', 'Drama']"
76758,The Flowers of War,zh,12/15/11,7.5,779,15.939,"[18, 36, 10752]","['Drama', 'History', 'War']"
74643,The Artist,fr,10/12/11,7.5,3208,10.976,"[18, 35, 10749]","['Drama', 'Comedy', 'Romance']"
768362,Missing,en,1/19/23,7.452,975,20.179,"[18, 9648, 53]","['Drama', 'Mystery', 'Thriller']"
697843,Extraction 2,en,6/9/23,7.452,2373,79.736,"[28, 53]","['Action', 'Thriller']"
9008,The Insider,en,10/28/99,7.452,1778,15.624,"[18, 53]","['Drama', 'Thriller']"
877,Scarface,en,4/9/32,7.452,589,20.817,"[80, 18]","['Crime', 'Drama']"
339403,Baby Driver,en,6/28/17,7.451,15523,50.608,"[28, 80]","['Action', 'Crime']"
860159,Crush,en,4/29/22,7.45,416,27.399,"[35, 10749]","['Comedy', 'Romance']"
821881,The Swimmers,en,11/24/22,7.45,522,13.473,"[18, 36]","['Drama', 'History']"
37181,About Elly,fa,6/6/09,7.45,473,6.599,[18],['Drama']
6114,Bram Stoker's Dracula,en,11/13/92,7.5,5015,38.86,"[10749, 27]","['Romance', 'Horror']"
33273,Cell 211,es,11/6/09,7.449,1221,17.344,"[28, 53, 18]","['Action', 'Thriller', 'Drama']"
9299,Thesis,es,4/11/96,7.449,801,12.451,"[27, 53]","['Horror', 'Thriller']"
940,The Lady Vanishes,en,10/7/38,7.4,898,14.348,"[9648, 53, 35]","['Mystery', 'Thriller', 'Comedy']"
568,Apollo 13,en,6/30/95,7.4,5319,25.683,"[18, 36]","['Drama', 'History']"
458156,John Wick: Chapter 3 - Parabellum,en,5/15/19,7.448,10465,78.309,"[28, 53, 80]","['Action', 'Thriller', 'Crime']"
24192,The Gospel According to Matthew,it,3/3/65,7.4,348,9.342,[18],['Drama']
17654,District 9,en,8/5/09,7.4,9329,47.018,[878],['Science Fiction']
9470,Kung Fu Hustle,cn,2/10/04,7.4,2743,41.519,"[28, 35, 80, 14]","['Action', 'Comedy', 'Crime', 'Fantasy']"
1677,Ray,en,10/29/04,7.447,1937,26.466,"[18, 10402]","['Drama', 'Music']"
154,Star Trek II: The Wrath of Khan,en,6/4/82,7.4,1885,24.973,"[28, 12, 878, 53]","['Action', 'Adventure', 'Science Fiction', 'Thriller']"
645886,The Unforgivable,en,11/24/21,7.4,1783,19.355,"[18, 80]","['Drama', 'Crime']"
499631,Fabrizio De André: Principe libero,it,1/23/18,7.446,341,4.5,"[10402, 36]","['Music', 'History']"
24226,The Verdict,en,12/8/82,7.4,619,9.01,[18],['Drama']
9299,Thesis,es,4/11/96,7.449,801,12.451,"[27, 53]","['Horror', 'Thriller']"
1902,Open Your Eyes,es,12/19/97,7.446,1017,18.659,"[18, 53, 878]","['Drama', 'Thriller', 'Science Fiction']"
940551,Migration,en,12/6/23,7.444,1708,322.556,"[16, 28, 12, 35, 10751]","['Animation', 'Action', 'Adventure', 'Comedy', 'Family']"
451480,The Guernsey Literary & Potato Peel Pie Society,en,4/19/18,7.4,1301,11.745,"[10749, 18, 36]","['Romance', 'Drama', 'History']"
271110,Captain America: Civil War,en,4/27/16,7.4,22485,96.261,"[12, 28, 878]","['Adventure', 'Action', 'Science Fiction']"
13060,Lifted,en,12/28/06,7.445,743,13.464,"[10751, 16, 878, 35]","['Family', 'Animation', 'Science Fiction', 'Comedy']"
9549,The Right Stuff,en,10/20/83,7.4,846,13.397,"[18, 36, 12]","['Drama', 'History', 'Adventure']"
8333,The Taking of Pelham One Two Three,en,10/2/74,7.4,505,11.07,"[80, 53, 28]","['Crime', 'Thriller', 'Action']"
228203,"McFarland, USA",en,2/20/15,7.444,806,18.063,"[18, 10751]","['Drama', 'Family']"
363,Head-On,de,3/11/04,7.444,537,7.282,"[18, 10749]","['Drama', 'Romance']"
161,Ocean's Eleven,en,12/7/01,7.4,11442,51.569,"[53, 80]","['Thriller', 'Crime']"
434616,Patients,fr,3/1/17,7.443,601,4.701,"[18, 35]","['Drama', 'Comedy']"
376290,Miss Sloane,en,11/25/16,7.443,1775,11.695,"[18, 80]","['Drama', 'Crime']"
5781,That Obscure Object of Desire,fr,8/17/77,7.443,375,12.372,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
37719,A Night at the Opera,en,11/15/35,7.4,475,7.17,"[35, 10402]","['Comedy', 'Music']"
16372,The Innocents,en,12/15/61,7.441,576,14.938,"[27, 9648]","['Horror', 'Mystery']"
617653,The Last Duel,en,10/13/21,7.441,3295,31.076,"[36, 18, 28]","['History', 'Drama', 'Action']"
466272,Once Upon a Time... in Hollywood,en,7/24/19,7.4,13252,41.39,"[35, 18, 53]","['Comedy', 'Drama', 'Thriller']"
423108,The Conjuring: The Devil Made Me Do It,en,5/25/21,7.44,5828,111.135,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
395834,Wind River,en,8/3/17,7.4,5115,42.826,"[80, 9648, 53, 37]","['Crime', 'Mystery', 'Thriller', 'Western']"
339984,Miracles from Heaven,en,3/17/16,7.44,1174,37.749,"[10751, 18]","['Family', 'Drama']"
4034,That Man from Rio,fr,2/5/64,7.4,301,8.01,"[12, 28, 35]","['Adventure', 'Action', 'Comedy']"
193756,Lone Survivor,en,12/24/13,7.438,4236,49.748,"[10752, 28, 18]","['War', 'Action', 'Drama']"
18917,Alice,cs,8/3/88,7.438,304,11.676,"[16, 14, 12]","['Animation', 'Fantasy', 'Adventure']"
3088,My Darling Clementine,en,10/17/46,7.438,413,9.421,"[37, 10749, 18]","['Western', 'Romance', 'Drama']"
931102,Ride On,zh,4/7/23,7.437,315,27.79,"[28, 35, 18, 10751]","['Action', 'Comedy', 'Drama', 'Family']"
582014,Promising Young Woman,en,12/13/20,7.437,3161,18.741,"[53, 80, 18]","['Thriller', 'Crime', 'Drama']"
65218,Lemonade Mouth,en,4/15/11,7.4,1035,16.071,"[18, 35, 10770]","['Drama', 'Comedy', 'TV Movie']"
20982,Naruto Shippuden the Movie,ja,8/4/07,7.4,878,43.691,"[16, 28, 14]","['Animation', 'Action', 'Fantasy']"
15919,Marty,en,4/11/55,7.4,374,13.201,"[18, 10749]","['Drama', 'Romance']"
11704,The Secret of NIMH,en,6/17/82,7.436,807,19.164,"[10751, 16, 14, 12]","['Family', 'Animation', 'Fantasy', 'Adventure']"
462,Erin Brockovich,en,3/17/00,7.437,3120,19.184,[18],['Drama']
828613,About Fate,en,9/8/22,7.436,377,14.801,"[10749, 35]","['Romance', 'Comedy']"
245891,John Wick,en,10/22/14,7.436,18977,58.624,"[28, 53]","['Action', 'Thriller']"
227306,Unbroken,en,12/25/14,7.437,4044,22.187,"[18, 10752]","['Drama', 'War']"
